Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,merch_zipcode
365,2019-01-01 04:45:43,4.5128284149838E+018,Rau and Sons,grocery_pos,124.7,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,12edfc2306c9e242adccce59a838cbac,1325393143,39.088298,-79.538272,0,26271
366,2019-01-01 04:48:46,4.76942668392406E+018,Jast-McDermott,shopping_pos,1.75,Andrea,Cruz,F,26572 Hodge Villages Suite 512,Mifflin,PA,17058,40.5553,-77.4001,1909,Mining engineer,1954-08-22,8536c09b4efac35cc143ea8e9c4740eb,1325393326,41.16629,-78.10994,0,16871
367,2019-01-01 04:50:40,4658490815480264,"Streich, Dietrich and Barton",shopping_net,9.34,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,39.9636,-79.7853,184,Systems developer,1945-11-04,012c301621c84a9ea488dcce8b338f47,1325393440,39.646451,-80.502965,0,26581
368,2019-01-01 04:52:32,3576431665303017,O'Keefe-Hudson,grocery_pos,209.89,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,e6528b0d35f36cb29cdca6936aaf1107,1325393552,33.133991,-111.460639,0,85243
369,2019-01-01 04:52:39,375248307838179,Lesch Ltd,shopping_pos,2.16,Joshua,Mendoza,M,4215 Miranda Field Suite 326,Tallmansville,WV,26237,38.8564,-80.158,571,Accounting technician,1967-09-16,f9eff3ebabb4af551b8b98cf0635130a,1325393559,37.880328,-79.17986,0,24483
370,2019-01-01 04:55:19,36913587729122,McDermott-Weimann,grocery_pos,236.18,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11,f5afac4b2726300db61d131c65db187d,1325393719,44.404099,-115.887498,0,
371,2019-01-01 04:55:50,3575789281659026,"Connelly, Reichert and Fritsch",gas_transport,57.36,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,bc763a7872b62564b0ebb0a94e2a4f26,1325393750,38.508607,-93.603368,0,65323
372,2019-01-01 04:56:01,213156747557083,Cummerata-Jones,gas_transport,55.99,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,1982-07-30,011d132dc3afd3480fd36cb5f3d2b09b,1325393761,33.778002,-119.013484,0,
373,2019-01-01 04:56:40,4981132848794,Pagac LLC,shopping_pos,4.58,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,1946-04-03,002d49933b4321a05243d79073565131,1325393800,39.483001,-80.898262,0,26149
374,2019-01-01 04:57:58,630423337322,"Streich, Hansen and Veum",gas_transport,61.39,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,9825a8292f6b25bb7d54b253bb3336f6,1325393878,48.394218,-117.363563,0,99180
375,2019-01-01 04:58:03,3565996340207976,Dooley-Thompson,misc_net,5.38,Warren,Daniels,M,23656 Harris Gardens Suite 698,El Paso,TX,79906,31.8092,-106.4247,749635,Market researcher,1973-01-21,aea7f70b72f4f23efd4b196fb229cbc3,1325393883,32.370748,-106.759414,0,88011
376,2019-01-01 04:58:14,2475085306462014,"Kovacek, Dibbert and Ondricka",grocery_pos,101.82,John,Miller,M,153 Mccullough Springs Apt. 857,Lamberton,MN,56152,44.2378,-95.2739,1507,Land/geomatics surveyor,1993-10-12,e4011ade7deba286317b590f8d205975,1325393894,45.237609,-95.838842,0,56231
377,2019-01-01 04:58:24,180065479077096,Kuvalis Ltd,gas_transport,48.93,Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,1964-02-15,b3cecff38fc0ee72800d4a849d109dad,1325393904,40.309648,-75.974171,0,19611
378,2019-01-01 04:59:12,180069253480336,Kilback LLC,grocery_pos,88.53,William,Hunter,M,5036 Victoria Ports Suite 249,Emporium,PA,15834,41.5177,-78.2536,4533,Public affairs consultant,1969-11-01,7482cb5a43a87ffc172774ba9f245eaa,1325393952,41.0094,-77.925017,0,16874
379,2019-01-01 04:59:14,347073228412010,"Reichert, Shanahan and Hayes",shopping_net,78.56,Ryan,Johnson,M,40178 Lisa Mission,Alva,WY,82711,44.6873,-104.4414,110,"Administrator, local government",1973-05-16,d01846bf25a4eedf3366527b3b79b4ff,1325393954,44.678642,-104.128312,0,82710
380,2019-01-01 05:00:03,4452366298769043,Doyle Ltd,grocery_pos,62.13,Linda,Davis,F,6602 Ortiz Pine Apt. 179,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,1978-03-04,60f7c07df2f6914f602fc26fe25c09ab,1325394003,31.55445,-96.369832,0,75860
381,2019-01-01 05:01:34,4939976756738216,"Bernier, Streich and Jewess",grocery_net,49.54,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,1990-11-07,5b574dea638114d5976766233f46d997,1325394094,26.568321,-99.814054,0,
382,2019-01-01 05:01:55,3546897637165774,"Greenholt, O'Hara and Balistreri",shopping_net,3.17,Kayla,Obrien,F,7921 Robert Port Suite 343,Prairie Hill,TX,76678,31.6591,-96.8094,263,Barrister,1956-05-30,094929e299690d5439cf327f3be0336f,1325394115,31.379123,-97.555052,0,76561
383,2019-01-01 05:02:02,2286236465059468,Dickinson-Rempel,misc_pos,16.85,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,1950-05-27,021e1cf84aec0f63646565e38cb756ec,1325394122,39.04432,-94.698256,0,66106
384,2019-01-01 05:03:00,4.59973540787725E+018,Dare-Marvin,entertainment,9.11,Mary,Myers,F,39787 Pamela Fall Suite 639,Tiptonville,TN,38079,36.3846,-89.4649,5577,Geochemist,1964-12-30,00a8cba2cc072c43729870e2d621ac30,1325394180,35.392677,-89.808577,0,38058
385,2019-01-01 05:04:36,30143535920989,Ledner-Pfannerstill,gas_transport,43.76,Lisa,Collins,F,44197 Jeffrey Port Suite 050,Bridgeport,NJ,8014,39.8016,-75.3478,504,"Engineer, control and instrumentation",1980-08-17,eafdb2cd6f4ae5a33aff1df3bda969a0,1325394276,39.319878,-75.464026,0,8323
386,2019-01-01 05:04:45,3587044315915002,"Ruecker, Beer and Collier",shopping_net,95.95,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,ac7a907813a3677b75f6a777976328f2,1325394285,34.968566,-89.043506,0,38067
387,2019-01-01 05:05:38,30371006069917,Kris-Weimann,misc_net,1.13,Robert,James,M,92021 Miranda Meadows,Tamaroa,IL,62888,38.138,-89.2231,2135,"Development worker, community",1961-01-31,865098b14222d25796e3c1715497cf2a,1325394338,38.421437,-88.791348,0,62889
388,2019-01-01 05:05:47,4.29274366922472E+018,Funk Group,grocery_net,27.02,Michael,Williams,M,35822 Clayton Street Apt. 679,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,1973-06-09,0efd42a01dfa696cd7f9700ea7309adc,1325394347,37.386556,-76.452026,0,23128
389,2019-01-01 05:06:53,4.0450362865701E+018,Spencer PLC,entertainment,6.5,Bianca,Scott,F,9588 Cox Rapid Apt. 257,Atglen,PA,19310,39.9458,-75.9703,3066,Product manager,1928-07-15,be6ce9997735d76e8533d461b354450b,1325394413,40.68934,-75.037038,0,8802
390,2019-01-01 05:07:11,6554245334757802,"Wiza, Schaden and Stark",misc_pos,45.4,Monique,Robinson,F,07712 Marcus Divide Apt. 831,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,1969-12-22,987db990882b791e835e5b589cb84abc,1325394431,33.916129,-117.095988,0,92555
391,2019-01-01 05:08:39,180067151859700,Stamm-Rodriguez,misc_pos,26.86,Karen,Ryan,F,82468 Michelle Village Suite 556,Joliet,IL,60432,41.5378,-88.0572,128354,"Teacher, secondary school",1992-01-20,293d75458ffff29c8beb062b26942e42,1325394519,41.345986,-87.101942,0,46347
392,2019-01-01 05:10:04,501831082224,"Langworth, Boehm and Gulgowski",shopping_net,17.28,Corey,Jones,M,709 George Underpass Apt. 080,West Decatur,PA,16878,40.9493,-78.3129,1762,Armed forces logistics/support/administrative officer,1962-05-04,ab41841a5c10cc01a69acf4d6db51a48,1325394604,40.966241,-78.242112,0,16821
393,2019-01-01 05:11:25,4119762878330989,"Larkin, Stracke and Greenfelder",entertainment,141.63,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,1945-08-19,ee95df4c6aec40419cef203ee8d03625,1325394685,41.086821,-88.481823,0,60420
394,2019-01-01 05:11:42,3546674063249004,Smitham-Schiller,grocery_net,56.31,Jordan,May,M,1626 Susan Course,Aledo,TX,76008,32.7004,-97.6039,13602,Optometrist,1984-07-05,f2340cd81fa67f0cb81f6ed202c45a98,1325394702,32.979984,-98.388752,0,76449
395,2019-01-01 05:12:31,4471568287204,Kutch-Hegmann,grocery_net,105.66,Dakota,Maldonado,M,369 Cochran Radial,Pelham,NC,27311,36.4899,-79.4736,3402,Insurance underwriter,1927-10-24,921e0fbe8831ca93df72e22b26d8151b,1325394751,36.174356,-79.619973,0,27214
396,2019-01-01 05:13:34,180065479077096,"Nicolas, Hills and McGlynn",entertainment,53.49,Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,1964-02-15,068ececb49d98226ae529fae424232c7,1325394814,39.102729,-76.185062,0,21661
397,2019-01-01 05:14:57,3521815216091574,Spinka Inc,grocery_net,48.31,Wayne,Marsh,M,172 Leonard Island,Dumont,CO,80436,39.7532,-105.6356,565,Mental health nurse,1978-08-27,23a79ef1e368a318c1db57a666d024d6,1325394897,40.504011,-106.561224,0,80430
398,2019-01-01 05:16:45,2288748891690227,"Schaefer, Maggio and Daugherty",gas_transport,81.25,Kathleen,Heath,F,9297 Victor Rest Apt. 382,Albuquerque,NM,87116,35.0561,-106.5506,641349,Charity officer,1967-01-24,d534c24b383c65487d128d525c8d6b91,1325395005,35.977961,-107.434031,0,
399,2019-01-01 05:16:53,4727244663135968,Smitham-Schiller,grocery_net,106.82,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,1929-05-30,ad18b9833487c0a5f666693ec2b45777,1325395013,31.793916,-88.668519,0,39360
400,2019-01-01 05:17:25,6011438889172900,"Yost, Block and Koepp",misc_pos,7.38,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1993-04-08,9f9115024d7dc4b66abd4cac86620d36,1325395045,33.620816,-91.970425,0,71675
401,2019-01-01 05:19:15,2254917871818484,"Raynor, Reinger and Hagenes",gas_transport,65.94,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,1976-03-26,d890787375113508f5bf226170c2affe,1325395155,37.880204,-76.895937,0,22560
402,2019-01-01 05:19:17,6593939509150446,Bailey-Morar,grocery_pos,193.1,Margaret,Ward,F,244 Jeffery Rapids,Azusa,CA,91702,34.1248,-117.9031,59705,Civil Service fast streamer,1983-06-23,6c8edd752c68cb18b781380b5487e5cd,1325395157,33.437683,-117.678285,0,92624
403,2019-01-01 05:19:28,581686439828,Ledner-Pfannerstill,gas_transport,75.19,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,1973-07-28,8c53aab5f919cb16c65317e246989bbc,1325395168,42.124225,-79.201431,0,14733
404,2019-01-01 05:19:42,4464457352619,Vandervort-Funk,grocery_pos,124.33,Breanna,Rodriguez,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,1990-01-24,54f4667b086ba188441e2594fb20f08b,1325395182,30.773425,-83.837856,0,31626
405,2019-01-01 05:20:01,3552581383553463,Rodriguez Group,gas_transport,46.81,Jonathan,Castro,M,200 Christie Mills Apt. 307,Andrews,NC,28901,35.1959,-83.8228,5354,Retail buyer,1965-04-13,3cada8a38086fd006d0018dc316714f2,1325395201,36.144585,-84.507591,0,37887
406,2019-01-01 05:24:49,4.46977711515824E+018,Koepp-Parker,grocery_pos,47.33,Gregory,Graham,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,1980-11-22,22648b22670e7fc0868fdefe1fb37ba6,1325395489,42.810062,-71.414507,0,3052
407,2019-01-01 05:26:20,4952583804639909,"Douglas, Schneider and Turner",shopping_pos,8.31,Patricia,Rodriguez,F,386 Randolph Throughway,Warren,OH,44483,41.2639,-80.8164,75903,Magazine features editor,1957-04-05,ad664bb899a211f94a4c907a755e675d,1325395580,40.862123,-80.581478,0,44445
408,2019-01-01 05:26:32,5501083170975659,"Streich, Hansen and Veum",gas_transport,79.27,Wayne,Payne,M,587 Bradley Inlet Suite 281,Cuyahoga Falls,OH,44223,41.1464,-81.5107,47772,Equities trader,1966-01-04,5efbab0fa690a6b6037302975d2af675,1325395592,40.289887,-80.619768,0,26070
409,2019-01-01 05:27:27,30074693890476,Kuphal-Predovic,misc_net,494.16,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993-08-16,cf12dcb5bb3f6ae370c316722ecea405,1325395647,38.918827,-100.452065,0,67736
410,2019-01-01 05:27:45,4836998673805450,McGlynn-Jaskolski,misc_pos,209.53,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,1979-04-12,c6aece788b887e8abc603d7b15c1d145,1325395665,45.913704,-86.096371,0,49840
411,2019-01-01 05:28:45,4836998673805450,"Kovacek, Dibbert and Ondricka",grocery_pos,184.79,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,1979-04-12,d0bd90cb8679739b62e47751afc88326,1325395725,46.73099,-85.416761,0,
412,2019-01-01 05:29:44,4155021259183870,"Huel, Hammes and Witting",grocery_pos,92.31,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),1983-10-12,b4a0b84a977347181f03fc1a7bc43c6a,1325395784,34.622189,-99.357205,0,73521
413,2019-01-01 05:30:09,3575540972310993,Parisian and Sons,gas_transport,84.88,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,38677,34.3396,-89.5736,4198,Curator,2001-06-22,e45f91c6af4ce371f6502a0dc9254b0c,1325395809,34.097789,-89.991146,0,38927
414,2019-01-01 05:31:12,30235268718158,Flatley-Durgan,misc_net,2.83,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,1977-08-16,68f549352aa49cdafec4793f4d9670f5,1325395872,40.461367,-73.884005,0,11697
415,2019-01-01 05:32:10,30407675418785,Parisian and Sons,gas_transport,46.22,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,1991-10-13,b401ceac6663969b2166110d95fcf4e5,1325395930,42.674876,-76.692667,0,13081
416,2019-01-01 05:32:48,30030380240193,"Streich, Hansen and Veum",gas_transport,68.38,William,Jenkins,M,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395,"Pharmacist, community",1993-11-17,11258c8dfd4da0bb7a3fc6e673dab600,1325395968,31.161929,-99.739361,0,76837
417,2019-01-01 05:33:39,180036456789979,Kutch LLC,gas_transport,55.52,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,1974-11-20,fe928e09c1e1ffaafee9f337042bb2d5,1325396019,42.490555,-90.693676,0,52001
418,2019-01-01 05:35:49,4.66199614429181E+018,Sporer Inc,gas_transport,53.62,Linda,Park,F,24607 Charles Mountains,Fenelton,PA,16034,40.8555,-79.7372,2054,Operations geologist,1963-08-04,722bc06711389cb93fbfef91c661f94c,1325396149,39.873208,-80.25985,0,15359
419,2019-01-01 05:36:15,213102873001603,Sporer Inc,gas_transport,51.84,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,9c47babfde0e067a090c5cea65e58835,1325396175,44.047555,-123.800294,0,97453
420,2019-01-01 05:36:16,4586260469584,Prohaska-Murray,gas_transport,46.66,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1953-01-20,b8e3100c6bccb605dd98a848e2c76eda,1325396176,41.071606,-94.999602,0,51573
421,2019-01-01 05:36:28,4328928491302401,Kunze Inc,grocery_pos,187.35,Margaret,Ray,F,927 Cummings Manor Suite 318,Greendale,WI,53129,42.9373,-87.9943,13973,Logistics and distribution manager,1981-05-06,490d437ce976fcc616f76026a15b2e80,1325396188,42.776576,-87.308852,0,
422,2019-01-01 05:36:29,4.79893797866756E+018,Donnelly PLC,misc_net,6.28,Robert,Williams,M,09419 Lewis Rapids,Bay City,MI,48706,43.6088,-83.953,67858,Water quality scientist,1995-03-13,ab8bc9a41ba602ee6bdba55a4f8f7f6e,1325396189,44.550654,-83.541634,0,48745
423,2019-01-01 05:36:54,377550167323848,Gislason Group,misc_pos,45.24,Kevin,Walters,M,87227 Tapia Burgs,Auburn,ME,4210,44.0948,-70.239,23045,Tourist information centre manager,1958-09-02,276e10849ae01af0f8694d8c236f6c59,1325396214,44.679745,-70.15094,0,4938
424,2019-01-01 05:38:26,4933461930348832,Cole PLC,grocery_pos,89.95,Richard,Carter,M,5097 Martin Ridges,Minneapolis,MN,55403,44.9673,-93.2828,1022298,Chemical engineer,1976-09-29,0acab29ad8812f0b7c9769d7ec9f1003,1325396306,44.479202,-93.79996,0,56058
425,2019-01-01 05:39:36,4003771737807706,"Lind, Huel and McClure",gas_transport,53.86,Danielle,Hayden,F,03368 Michelle Trail,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,cda77290e5c689d227eaab752e253674,1325396376,34.499079,-91.906871,0,72046
426,2019-01-01 05:39:44,30344654314976,Bartoletti-Wunsch,gas_transport,56.65,Christine,Johnson,F,8011 Chapman Tunnel Apt. 568,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),1967-05-27,c198762abf80d696e56eaa0646632488,1325396384,39.25212,-120.809112,0,95959
427,2019-01-01 05:40:01,6011860238257910,Bednar Group,misc_net,217.59,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",1952-07-06,50bc2adb99d2999b8453050ac1b552b0,1325396401,36.417694,-97.376429,0,74630
428,2019-01-01 05:40:03,6011149206456997,Lockman Ltd,grocery_pos,103.95,Jeffrey,White,M,8617 Holmes Terrace Suite 651,Tuscarora,MD,21790,39.2667,-77.5101,100,"Production assistant, television",1979-12-11,285ce83bef70c5979f9cbe619902041a,1325396403,38.686194,-77.667796,0,20181
429,2019-01-01 05:40:53,4171397999167005,Koepp-Parker,grocery_pos,72.43,Ashley,Mcdonald,F,3160 Tina Estates Suite 234,Marietta,SC,29661,35.0296,-82.5136,5648,Museum/gallery exhibitions officer,1934-10-06,e5f3b362311df4b8cf0d0312bcf31a5e,1325396453,35.903679,-82.459999,0,28754
430,2019-01-01 05:41:08,30042378430132,Bailey-Morar,grocery_pos,71.03,Connor,Grant,M,0654 Kevin Turnpike Apt. 084,Northport,NY,11768,40.9051,-73.3309,21902,Tour manager,1976-05-16,e84b9250a88730a6683499e0ce992655,1325396468,39.998965,-73.160266,0,
431,2019-01-01 05:41:23,213157767990030,O'Keefe-Hudson,grocery_pos,175.26,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1984-08-01,ed00708f7af7c1818bc14f4dd36036d4,1325396483,42.25722,-109.312091,0,
432,2019-01-01 05:43:35,4.73684543466791E+018,Hudson-Ratke,grocery_pos,104.14,Toni,Gomez,F,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",1953-05-23,0b7256d9f6b481d737bee4869e9134ac,1325396615,44.594456,-73.024653,0,5494
433,2019-01-01 05:44:16,4.74288354303929E+018,Heller-Langosh,gas_transport,62.62,Cassandra,Sanders,F,78117 George Mountains,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",1991-04-13,4e14f0bd0481beb88caa1dc4422ed8e6,1325396656,19.209212,-155.16214,0,
434,2019-01-01 05:44:38,4239552724014407,"Larkin, Stracke and Greenfelder",entertainment,67.8,Carl,Hernandez,M,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141,-84.5722,6284,Secondary school teacher,1936-03-27,111a72a1ee530e6f727d1fa0559bb271,1325396678,41.50568,-85.571276,0,46571
435,2019-01-01 05:44:39,3598895972308782,"Gottlieb, Considine and Schultz",shopping_net,1.14,Kenneth,Richards,M,994 Livingston Extensions Suite 918,Norwalk,OH,44857,41.2403,-82.6078,23805,Copy,1970-02-22,d6dd47916b80d5c0e23d9be8c2061200,1325396679,40.579001,-82.413607,0,44822
436,2019-01-01 05:45:57,4.12873045405806E+018,Herzog Ltd,misc_pos,6.96,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,75858,31.3833,-95.0619,43,"Engineer, production",1949-10-04,6ea714860a3a1e76e20d92a5e7248956,1325396757,31.166149,-94.072786,0,75968
437,2019-01-01 05:46:18,2269768987945882,Hermann-Gaylord,misc_pos,9.03,Shannon,Patterson,F,9808 Ellis Bypass,Mount Morris,NY,14510,42.6835,-77.8664,4895,Acupuncturist,1958-10-29,cd9479f9c5f8761b0b880bedf7ac52e6,1325396778,42.162056,-77.311734,0,14820
438,2019-01-01 05:46:28,4.49791396551279E+018,"Stroman, Hudson and Erdman",gas_transport,62.28,Scott,Edwards,M,838 Amy Street Suite 107,Pembroke,NC,28372,34.6902,-79.1834,14783,Hospital doctor,1955-11-07,7d855e56fef616313ba9f0668809b853,1325396788,34.847589,-79.06485,0,28357
439,2019-01-01 05:47:36,4158945090781624,"Casper, Hand and Zulauf",grocery_pos,56.88,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",1973-10-19,8341177864874ea6f3a1d75ba7a52af5,1325396856,41.417998,-79.185322,0,16260
440,2019-01-01 05:48:23,213161293389774,Barton Inc,grocery_pos,103.51,Catherine,Weber,F,74890 Rodriguez Springs Apt. 540,West Henrietta,NY,14586,43.0397,-77.6871,10256,"Teacher, primary school",1968-06-24,b10a3e40fb309c41f26a2931d5ba4257,1325396903,43.115164,-77.44351,0,14450
441,2019-01-01 05:48:32,370348764075623,Zboncak Ltd,food_dining,45.04,Christopher,Gomez,M,950 Dunn Squares,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",1951-09-03,11b4fec912f072369826421882a5678c,1325396912,31.377997,-90.675927,0,39664
442,2019-01-01 05:50:09,30328384440870,Emard Inc,gas_transport,32.6,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1954-07-14,86cad0e7682a85fa6418dde1a0a33a44,1325397009,39.335685,-92.982647,0,65246
443,2019-01-01 05:52:25,4277232699798846,"Ferry, Lynch and Kautzer",misc_net,25.2,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,1955-11-10,73236b79669ff6f3f55a0abe0feedf0c,1325397145,45.316176,-103.08214,0,
444,2019-01-01 05:52:39,378278619832195,Vandervort-Funk,grocery_pos,83.38,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,6e012022d698a9136bfac48be9b3d050,1325397159,43.659954,-123.848539,0,97473
445,2019-01-01 05:52:51,2248735346244816,Gerlach Inc,shopping_net,321.15,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,1962-11-11,c4e2a3682bb5b5022d6dad8f0a536666,1325397171,38.605741,-99.447528,0,67556
446,2019-01-01 05:54:49,5456776410929288,"Romaguera, Cruickshank and Greenholt",shopping_net,30.86,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,1954-05-25,3431b5e0274f71c08a1ddff478f81ff7,1325397289,41.418846,-80.661913,0,44417
447,2019-01-01 05:55:04,5388659976630693,Emard Inc,gas_transport,42.79,Charles,Preston,M,5364 William Harbor,Seneca,WI,54654,43.2064,-90.9405,153,Quantity surveyor,1962-02-14,e295cc1366a11cdf38d625e256d04d6a,1325397304,43.718963,-90.833148,0,54619
448,2019-01-01 05:55:28,4.12873045405806E+018,"Monahan, Bogisich and Ledner",misc_pos,5.24,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,75858,31.3833,-95.0619,43,"Engineer, production",1949-10-04,cdbd668742c4e8e059de79a008c4d4ab,1325397328,30.563223,-95.693082,0,
449,2019-01-01 05:56:17,30082025922891,Wilkinson Ltd,entertainment,42.83,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",1934-06-23,abdf7f8460f0e2e8a8e192900113949c,1325397377,26.599772,-80.87758,0,
450,2019-01-01 05:56:54,6011148190095209,"Adams, Kovacek and Kuhlman",grocery_net,74.85,Terri,Bailey,F,508 Erin Mount,Daly City,CA,94015,37.6787,-122.478,107941,"Buyer, industrial",1991-10-04,5674d7c6891a3d5e9a9fa208730057a4,1325397414,38.544098,-123.311607,0,95450
451,2019-01-01 05:56:54,4951647200979051,"Moen, Reinger and Murphy",grocery_pos,109.17,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",1976-06-15,f26d2d8fa1fb15ccb3b63952120a1e41,1325397414,37.878619,-89.903994,0,63673
452,2019-01-01 05:56:55,30153452207526,"Goldner, Kovacek and Abbott",grocery_pos,62.94,Robin,Smith,F,0537 Margaret Common Suite 526,Coleman,TX,76834,31.8287,-99.427,5908,Radio producer,1962-04-05,8a3917293f9dba242c76fde23b22f2a8,1325397415,31.915403,-98.614828,0,76442
453,2019-01-01 05:56:58,4158945090781624,Brekke and Sons,gas_transport,102.45,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",1973-10-19,e27267326e217aa525af1c85a09bd675,1325397418,41.113589,-80.195802,0,16156
454,2019-01-01 05:58:34,4826655832045236,Hermann-Gaylord,misc_pos,5.45,Tami,Forbes,F,5204 Robinson Plaza Suite 897,Barnstable,MA,2630,41.6983,-70.3001,1850,Counselling psychologist,1963-12-29,e573c48ad8ab15e0dc00e6533e0ec1dc,1325397514,40.894288,-70.390538,0,
455,2019-01-01 05:58:36,4451438912406400,Bradtke PLC,grocery_pos,34,Cheryl,Morgan,F,7535 Amanda Manors Suite 293,Norman,AR,71960,34.4596,-93.6743,1383,Manufacturing engineer,1999-09-11,621ff2099ef3b8cf9a8082b41d434f37,1325397516,35.277366,-94.505159,0,74902
